custom/total_reward,custom/mean_reward,custom/total_distance,custom/avg_center_dev,custom/routes_completed,custom/avg_speed,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,train/n_updates,train/explained_variance,train/policy_gradient_loss,train/loss,train/entropy_loss,train/approx_kl,train/clip_range,train/clip_fraction,train/value_loss,train/std,train/learning_rate
23.515284359648355,0.16917470762336945,30.954779665684327,0.4376954754248007,0.8205128205128205,12.122662824742688,,,,,,,,,,,,,,,,,
3.139467945980904,0.032365648927638185,16.31501424522139,0.631797518025528,0.06779661016949153,9.173764474512756,,,,,,,,,,,,,,,,,
17.925805880949678,0.19917562089944088,18.784831818193197,0.38733151391286963,0.3103448275862069,11.390461141276186,,,,,,,,,,,,,,,,,
-4.081821370999316,-0.0728896673392735,7.119283651933074,0.607105353762084,0.1320754716981132,7.0116333396920405,,,,,,,,,,,,,,,,,
6.9589446133698765,0.05436675479195216,26.380675764172338,0.7420914026650739,0.4482758620689655,11.213540472290092,,,,,,,,,,,,,,,,,
2.351869223189306,0.021576781864122072,26.103773657698184,1.2712355413100291,0.06598984771573604,13.026453399722227,,,,,,,,,,,,,,,,,
5.80118977311159,0.04874949389169403,21.06670676264912,0.7791885913334621,0.4772727272727273,9.661588165854257,,,,,,,,,,,,,,,,,
6.009948577686895,0.06988312299635925,15.894254995277151,0.5473486679252961,0.03764705882352941,10.097332616036322,,,,,,,,,,,,,,,,,
-6.924533502138656,-0.11938850865756304,6.411815010476857,0.9321128540309931,0.13333333333333333,6.104378945680012,,,,,,,,,,,,,,,,,
,,,,,,1024,34,29,97.0,6.041848,1,,,,,,,,,,,
45.97649082879471,0.14642194531463285,78.72051678795833,0.8396798854544265,0.2032967032967033,13.600749350964621,,,,,,,10,0.008863449096679688,-0.009787908260477707,0.7052470445632935,-2.845116417109966,0.008818494,0.2,0.076953125,3.5370861656963823,1.0075275897979736,9.9797351809024e-05
-3.9147538001957587,-0.06635175932535184,10.451653584372252,0.7870787171937077,0.2619047619047619,9.726821650533617,,,,,,,,,,,,,,,,,
43.591721281556566,0.31588203827214906,35.15338141750544,0.2578417900420032,0.13059701492537312,13.80292565840558,,,,,,,,,,,,,,,,,
7.820090620908768,0.08231674337798704,13.941236005397514,0.33382382440310854,0.06607929515418502,7.978303410087406,,,,,,,,,,,,,,,,,
9.480563575739417,0.08034375911643574,25.79668209468946,0.714405141417744,0.17123287671232876,11.9087946378534,,,,,,,,,,,,,,,,,
67.09607574190085,0.17382403041943226,160.67056626279373,0.7338496353825975,1.2914285714285714,13.235934291114603,,,,,,,,,,,,,,,,,
,,,,,,2048,39,51,131.8,14.947434933333335,2,,,,,,,,,,,
51.84169978525124,0.14203205420616777,105.537593732588,0.9342110735020737,0.2080808080808081,15.68662307386852,,,,,,,20,0.5516278743743896,-0.015225269552320241,1.570378303527832,-2.8537461310625076,0.0073327804,0.2,0.0861328125,5.034833724051714,1.008384346961975,9.9594911236096e-05
70.90932049241165,0.2569178278710567,222.64899502764456,0.43175817138889866,1.0653409090909092,13.299235449404927,,,,,,,,,,,,,,,,,
9.921331334704945,0.11147563297421287,15.46800905733835,0.6044420394000234,0.02722323049001815,9.45760294249623,,,,,,,,,,,,,,,,,
,,,,,,3072,42,72,150.22222222222223,19.82085222222222,3,,,,,,,,,,,
146.05829384706885,0.1772552109794525,280.8006440444151,0.6764279409849022,1.4983388704318936,15.435582069489273,,,,,,,30,0.48498034477233887,-0.017303093371447177,1.565746545791626,-2.857048970460892,0.011418957,0.2,0.103515625,5.56938619017601,1.01123046875,9.939267828121601e-05
17.25951515835498,0.1725951515835498,23.297490478726104,0.31490448943703375,0.0525164113785558,12.658694668717603,,,,,,,,,,,,,,,,,
,,,,,,4096,44,91,181.3,26.001039549999994,4,,,,,,,,,,,
238.44491091923044,0.21120009824555397,452.1353502483107,0.6130762463953435,2.126491646778043,15.086571483941647,,,,,,,40,0.5747505128383636,-0.017059608915587887,0.6935207843780518,-2.8634117975831033,0.008045768,0.2,0.101171875,3.9110298924148084,1.0146536827087402,9.9190652944384e-05
