custom/mean_reward,custom/avg_speed,custom/total_distance,custom/avg_center_dev,custom/routes_completed,custom/total_reward,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/iterations,time/total_timesteps,train/approx_kl,train/std,train/n_updates,train/clip_range,train/clip_fraction,train/learning_rate,train/explained_variance,train/entropy_loss,train/loss,train/value_loss,train/policy_gradient_loss
0.15373866072653886,12.017608653180385,30.918897191993892,0.48437089654098536,0.8205128205128205,21.52341250171544,,,,,,,,,,,,,,,,,
0.044582065099528174,8.632994464166075,14.38367561576888,0.6170066018707081,0.059322033898305086,4.056967924057064,,,,,,,,,,,,,,,,,
0.20256807715198916,11.230948523305944,19.54761568410322,0.3611917031199803,0.3103448275862069,19.24396732943897,,,,,,,,,,,,,,,,,
-0.07019238682514696,6.985208472750261,7.341810207115486,0.6365466481487082,0.1320754716981132,-4.071158435858524,,,,,,,,,,,,,,,,,
0.053795990541349425,11.21345525344319,25.54336567991413,0.73585889609547,0.43103448275862066,6.670702827127329,,,,,,,,,,,,,,,,,
0.03585314946307276,13.538681954569743,28.640235625905916,1.2267412509976028,0.07106598984771574,4.1231121882533674,,,,,,,,,,,,,,,,,
0.024624478170042617,9.380220326082075,19.579866161802784,0.8214218310796949,0.45454545454545453,2.8071905113848583,,,,,,,,,,,,,,,,,
0.06932674497568751,9.926551570096889,15.824403217295185,0.5396631874149428,0.03529411764705882,6.031426812884813,,,,,,,,,,,,,,,,,
-0.11321115957649709,6.349029208088383,6.560526917455718,0.8906108108127658,0.13333333333333333,-6.453036095860334,,,,,,,,,,,,,,,,,
,,,,,,28,96.88888888888889,5.956355333333333,35,1,1024,,,,,,,,,,,
0.1347119557413728,13.157369109398822,76.13874535704963,1.0356638283129405,0.19505494505494506,42.299554102791056,,,,,,,0.007770907,1.0082406997680664,10,0.2,0.0767578125,9.999979724810381e-05,0.014271557331085205,-2.8461887374520303,0.8386911749839783,3.319902066886425,-0.011559481144649908
-0.052004564762087396,9.99591763211902,12.03778752242215,0.8689733139044531,0.2857142857142857,-3.4323012742977683,,,,,,,,,,,,,,,,,
0.22885995167542655,11.67509303149268,30.659137398935854,0.4016569432877821,0.11194029850746269,32.49811313791057,,,,,,,,,,,,,,,,,
0.07730169150632485,7.8694912403908654,12.784658685559407,0.32429814803705476,0.05726872246696035,6.802548852556587,,,,,,,,,,,,,,,,,
0.05304349052819687,11.686919596234002,27.92180188978091,0.8632109138444451,0.18493150684931506,6.895653768665593,,,,,,,,,,,,,,,,,
0.16951418697040194,9.07252735874594,26.518929747631773,0.4845147278605565,0.6136363636363636,26.95275572829391,,,,,,,,,,,,,,,,,
-0.10117564677107008,8.345825717687699,8.32116139633581,0.7802130910046706,0.045714285714285714,-5.5646605724088545,,,,,,,,,,,,,,,,,
0.09903227643044163,9.049847020373523,13.604308612877503,0.433090774875046,0.2978723404255319,8.120646667296214,,,,,,,,,,,,,,,,,
0.05133439724662124,11.068565882961572,16.77169364807196,0.5571946048766966,0.03232323232323232,4.260754971469563,,,,,,,,,,,,,,,,,
,,,,,,29,110.11111111111111,9.561925388888888,70,2,2048,,,,,,,,,,,
0.19305618449888184,13.568565208035018,49.28524843999185,0.5492476789213577,0.5208333333333334,38.03206834627972,,,,,,,0.0092356745,1.0089445114135742,20,0.2,0.0849609375,9.999959449641523e-05,0.5885128974914551,-2.855116236209869,1.095349907875061,4.894709328562021,-0.014505076908972115
0.15059688567393167,12.602930501947318,35.93347545899451,0.5863018916285745,0.09375,23.342517279459408,,,,,,,,,,,,,,,,,
0.12164311413872553,11.71892770215283,28.619340327917598,0.6278821435028589,0.36904761904761907,16.178534180450495,,,,,,,,,,,,,,,,,
0.11031047987332163,15.308015746603017,94.39625772787258,0.8249777178344065,0.17967332123411978,36.84370027768942,,,,,,,,,,,,,,,,,
0.09079477127996329,12.401005632225145,42.321542537538335,0.6048539535432306,0.1626984126984127,16.79703268679321,,,,,,,,,,,,,,,,,
,,,,,,29,129.6086956521739,13.179465913043476,104,3,3072,,,,,,,,,,,
0.25038989114245047,13.8439405015262,43.88549728435464,0.4379918298122674,0.15614617940199335,43.067061276501484,,,,,,,0.0072295154,1.0100464820861816,30,0.2,0.0810546875,9.999939174493428e-05,0.4799894690513611,-2.856712691485882,3.440153121948242,6.196859785914421,-0.01414826830732636
0.15600775151862986,11.019043360256411,16.599861297523603,0.27561442132961544,0.4358974358974359,12.792635624527648,,,,,,,,,,,,,,,,,
0.1750362217842533,10.816993007951844,14.390040967380628,0.17676585096779626,0.03282275711159737,12.602607968466238,,,,,,,,,,,,,,,,,
0.11278696671772842,12.582258063419648,43.07051969994791,0.7163551193122711,0.7586206896551724,20.978375809497486,,,,,,,,,,,,,,,,,
0.053277789458782386,14.440032239331934,40.90244475193322,0.7540589100696877,0.22279792746113988,8.204779576652488,,,,,,,,,,,,,,,,,
,,,,,,30,130.07142857142858,14.306860571428572,135,4,4096,,,,,,,,,,,
