custom/routes_completed,custom/total_distance,custom/avg_speed,custom/total_reward,custom/mean_reward,custom/avg_center_dev,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/fps,time/iterations,time/total_timesteps,train/explained_variance,train/loss,train/clip_fraction,train/value_loss,train/entropy_loss,train/clip_range,train/std,train/policy_gradient_loss,train/learning_rate,train/n_updates,train/approx_kl
0.2505050505050505,127.0558414501138,16.641492351872884,57.96829708559373,0.1400200412695501,0.8014270364197508,,,,,,,0.6001811623573303,0.8430389165878296,0.07744140625,3.9778598837554453,-2.8551327258348467,0.2,1.0096538066864014,-0.015062937105540186,9.9864878137344e-05,20,0.008825988
1.0142045454545454,193.95910994289443,14.62491420083751,65.39617400994034,0.1753248632974272,0.6735847386062506,,,,,,,,,,,,,,,,,
0.12704174228675136,69.12648072745651,13.663811211784628,39.06755922888654,0.1420638517414056,0.6128197785515518,,,,,,,,,,,,,,,,,
,,,,,,148.75,139,15.88247915,21,3,3072,,,,,,,,,,,
0.5952380952380952,51.076961731072515,15.198717299662416,33.79945370963591,0.18469646835866618,0.6060117552150469,,,,,,,0.48070335388183594,1.5741013288497925,0.10087890625,5.755709961056709,-2.8608254551887513,0.2,1.0139070749282837,-0.01665701993042603,9.9797351809024e-05,30,0.009090967
0.3619791666666667,142.72995044803247,16.58209942731682,68.77151165431668,0.1472623375895432,0.7244953568646298,,,,,,,,,,,,,,,,,
,,,,,,164.6818181818182,179,19.09762768181818,22,4,4096,,,,,,,,,,,
1.2626050420168067,385.97498980688397,16.31321447449707,250.15012365420876,0.20828486565712637,0.589705530902462,,,,,,,0.5058806836605072,0.8466354012489319,0.10322265625,4.779973839968443,-2.8685457527637483,0.2,1.0172710418701172,-0.015552867721999064,9.972984854937601e-05,40,0.008335367
,,,,,,209.69565217391303,218,29.14181539130435,23,5,5120,,,,,,,,,,,
0.23605150214592274,110.7364006547723,14.251908116815853,108.6990083996724,0.2575805886248161,0.5244076591877835,,,,,,,0.6581834256649017,0.7538619041442871,0.12568359375,2.754155783355236,-2.8718322306871413,0.2,1.0173218250274658,-0.019182433444075286,9.966236835840001e-05,50,0.011932295
1.2140221402214022,220.86322561185807,11.674528446360663,86.17015388880712,0.2003957067181561,0.5093703012547548,,,,,,,,,,,,,,,,,
,,,,,,226.92,258,34.6023424,23,6,6144,,,,,,,,,,,
2.84985835694051,531.0070474203676,14.806493461478876,411.3427667902113,0.28825701947456994,0.579315407833224,,,,,,,0.4445727467536926,0.9796109795570374,0.09521484375,3.8740462683141232,-2.8709443271160127,0.2,1.016752004623413,-0.015338919378700666,9.9594911236096e-05,60,0.007234047
,,,,,,273.03846153846155,301,49.09096726923077,23,7,7168,,,,,,,,,,,
,,,,,,273.03846153846155,340,49.09096726923077,24,8,8192,0.7117764949798584,0.8190960884094238,0.10859375,2.856519354134798,-2.872574304044247,0.2,1.0186479091644287,-0.01574141245801002,9.9527477182464e-05,70,0.0069974996
3.594029850746269,1044.1787369173253,15.218145086581288,635.7065349098383,0.3197718988480072,0.3721430890289777,,,,,,,0.3929187059402466,0.8751294016838074,0.096875,2.710568503290415,-2.876915770769119,0.2,1.0212123394012451,-0.014652346505317836,9.946006619750401e-05,80,0.0080653485
,,,,,,336.51851851851853,382,70.81612985185185,24,9,9216,,,,,,,,,,,
,,,,,,336.51851851851853,419,70.81612985185185,24,10,10240,0.44772011041641235,0.6553083658218384,0.075390625,4.216390314698219,-2.8799673110246657,0.2,1.0208516120910645,-0.01183260018005967,9.939267828121601e-05,90,0.0078472495
2.9215686274509802,905.6787151219323,14.296569915775066,601.930148518374,0.27738716521584056,0.6185794894998471,,,,,,,0.711958259344101,0.25684788823127747,0.08271484375,1.513664234802127,-2.8856614753603935,0.2,1.0279232263565063,-0.017368097126018257,9.93253134336e-05,100,0.013567252
,,,,,,401.9642857142857,459,89.78319557142856,24,11,11264,,,,,,,,,,,
0.6896551724137931,40.22129700612277,14.116150358098514,43.835473690689035,0.28280950768186475,0.41813083885244484,,,,,,,0.536011129617691,0.7952061891555786,0.09130859375,2.918038436770439,-2.897377182543278,0.2,1.032444715499878,-0.009591214277315884,9.9257971654656e-05,110,0.008352984
,,,,,,393.41379310344826,497,88.19754386206897,24,12,12288,,,,,,,,,,,
0.5326278659611993,302.17866092093755,14.834082344375524,373.9551601069381,0.33811497297191506,0.5095097087972277,,,,,,,0.8207946866750717,0.5362945795059204,0.07509765625,1.9320794004946946,-2.902108770608902,0.2,1.0335946083068848,-0.0120541620941367,9.9190652944384e-05,120,0.009839235
0.7272727272727273,30.80340577592142,11.413515438477965,36.94738446543492,0.2513427514655437,0.5624706691299959,,,,,,,,,,,,,,,,,
,,,,,,408.38709677419354,537,95.75996822580646,24,13,13312,,,,,,,,,,,
,,,,,,408.38709677419354,576,95.75996822580646,24,14,14336,0.8900210559368134,0.7111802101135254,0.1240234375,2.2774498004466297,-2.910436025261879,0.2,1.0403341054916382,-0.018734000239055602,9.9123357302784e-05,130,0.008780979
1.4657980456026058,706.1989530392457,14.649545556611185,619.1778409349973,0.2917897459637122,0.5786492314891617,,,,,,,0.6117415726184845,0.2664228677749634,0.0763671875,2.1919536076486112,-2.920134983956814,0.2,1.0441503524780273,-0.012994381820317358,9.905608472985599e-05,140,0.007559306
,,,,,,461.90625,614,112.1156511875,25,15,15360,,,,,,,,,,,
,,,,,,461.90625,652,112.1156511875,25,16,16384,0.6132607161998749,0.6943508386611938,0.099609375,4.016481393203139,-2.926513560116291,0.2,1.0462026596069336,-0.016787526209373026,9.89888352256e-05,150,0.008429851
,,,,,,461.90625,691,112.1156511875,25,17,17408,0.7964131683111191,0.5654804706573486,0.1271484375,1.9125458382070064,-2.9287627920508386,0.2,1.0466747283935547,-0.01832059263251722,9.892160879001601e-05,160,0.012461691
,,,,,,461.90625,729,112.1156511875,25,18,18432,0.677846372127533,0.4655507206916809,0.0966796875,1.8044633369892835,-2.9297679990530012,0.2,1.0473616123199463,-0.0119839355815202,9.885440542310402e-05,170,0.004974017
,,,,,,461.90625,768,112.1156511875,25,19,19456,0.7679530680179596,0.12478756904602051,0.09521484375,1.3431992406025528,-2.9344207152724264,0.2,1.0523097515106201,-0.022101370507152752,9.8787225124864e-05,180,0.015262049
,,,,,,461.90625,808,112.1156511875,25,20,20480,0.8256503194570541,0.24513599276542664,0.064453125,1.3291903015226125,-2.9441323176026346,0.2,1.056898832321167,-0.02067789080902003,9.872006789529601e-05,190,0.008576684
6.15,2287.5894467034377,15.470155091130316,1960.6763262788686,0.32908296849259294,0.4849302823026812,,,,,,,0.6611077785491943,0.21402840316295624,0.15517578125,1.4991150684654713,-2.9504111766815186,0.2,1.059207558631897,-0.022337704570963977,9.865293373440001e-05,200,0.010226831
,,,,,,628.4242424242424,851,168.13154503030304,25,21,21504,,,,,,,,,,,
,,,,,,628.4242424242424,889,168.13154503030304,25,22,22528,0.7374387085437775,1.1739016771316528,0.08193359375,4.048872220516205,-2.956090734899044,0.2,1.0633416175842285,-0.017897439922671766,9.858582264217601e-05,210,0.0072550513
,,,,,,628.4242424242424,928,168.13154503030304,25,23,23552,0.8003718107938766,0.20225529372692108,0.16865234375,1.2900850918143987,-2.9655705764889717,0.2,1.0687530040740967,-0.025709786696825176,9.8518734618624e-05,220,0.014058854
,,,,,,628.4242424242424,968,168.13154503030304,25,24,24576,0.8294222503900528,0.19989532232284546,0.15322265625,1.3864680841565131,-2.9722745671868323,0.2,1.0713165998458862,-0.023730528040323405,9.845166966374401e-05,230,0.011779887
,,,,,,628.4242424242424,1008,168.13154503030304,25,25,25600,0.8505226224660873,0.3254072964191437,0.13037109375,1.6125103153288365,-2.9734010607004167,0.2,1.0690748691558838,-0.021489749354077502,9.838462777753601e-05,240,0.012738116
4.987152034261242,2348.847447730892,16.225352718680117,2142.7942529045768,0.3775183673193405,0.4341050667985771,,,,,,,0.824462503194809,0.4212009310722351,0.1587890625,1.4455558381974698,-2.9747583001852034,0.2,1.073793888092041,-0.02242203819914721,9.831760896000002e-05,250,0.009342962
,,,,,,776.8529411764706,1048,226.20879591176472,25,26,26624,,,,,,,,,,,
1.5882352941176472,329.83340831752867,16.289336712548668,228.0914480798207,0.3678894323868076,0.4359964554403997,,,,,,,0.5453795492649078,1.169203758239746,0.10322265625,7.841813664883375,-2.981793613731861,0.2,1.0762418508529663,-0.01698592440225184,9.825061321113599e-05,260,0.008027514
,,,,,,772.3428571428572,1088,226.26155234285716,25,27,27648,,,,,,,,,,,
,,,,,,772.3428571428572,1127,226.26155234285716,25,28,28672,0.5506621301174164,0.8847429752349854,0.06640625,7.971538291871548,-2.9844833835959435,0.2,1.0770466327667236,-0.015356060396879912,9.8183640530944e-05,270,0.0060328688
,,,,,,772.3428571428572,1167,226.26155234285716,25,29,29696,0.8272989839315414,0.30646419525146484,0.12236328125,1.6226355962455272,-2.991105841100216,0.2,1.0835063457489014,-0.02113131636288017,9.8116690919424e-05,280,0.015554572
,,,,,,772.3428571428572,1205,226.26155234285716,25,30,30720,0.7549846321344376,0.28542476892471313,0.12841796875,1.465057959407568,-3.00324092656374,0.2,1.0891971588134766,-0.025579773483332246,9.8049764376576e-05,290,0.014881263
,,,,,,772.3428571428572,1244,226.26155234285716,25,31,31744,0.7748005092144012,0.28185778856277466,0.21875,1.0661228029057384,-3.01197310090065,0.2,1.0941784381866455,-0.02386062933073845,9.79828609024e-05,300,0.013907874
,,,,,,772.3428571428572,1283,226.26155234285716,25,32,32768,0.8400247544050217,0.23046013712882996,0.13994140625,1.3633130371570588,-3.019038198888302,0.2,1.0962711572647095,-0.023383121576625854,9.791598049689601e-05,310,0.0124251135
,,,,,,772.3428571428572,1322,226.26155234285716,25,33,33792,0.8290907144546509,0.4677398204803467,0.14091796875,1.441811513528228,-3.022287259995937,0.2,1.09842848777771,-0.023860705870902166,9.7849123160064e-05,320,0.014487601
6.125211505922166,3000.3258016697364,16.763073917615696,2938.9894355349,0.4167597044150454,0.35029706968628876,,,,,,,0.7464514076709747,0.13829761743545532,0.19677734375,1.1394663920626045,-3.030518281459808,0.2,1.106177568435669,-0.02526042054523714,9.778228889190399e-05,330,0.018648833
,,,,,,946.75,1363,301.61409972222225,25,34,34816,,,,,,,,,,,
,,,,,,946.75,1402,301.61409972222225,25,35,35840,0.6641298830509186,0.5842023491859436,0.12177734375,4.217662867158651,-3.0398842081427575,0.2,1.1086359024047852,-0.018868001346709205,9.7715477692416e-05,340,0.019832304
,,,,,,946.75,1441,301.61409972222225,25,36,36864,0.8370932638645172,0.49351274967193604,0.13447265625,1.9671440649777652,-3.044839768111706,0.2,1.1112172603607178,-0.01932258537854068,9.764868956160001e-05,350,0.013135457
,,,,,,946.75,1480,301.61409972222225,25,37,37888,0.7043909132480621,0.4784001111984253,0.1236328125,1.5813246808946133,-3.0478138118982314,0.2,1.1122922897338867,-0.02131311089033261,9.758192449945601e-05,360,0.012320083
,,,,,,946.75,1518,301.61409972222225,25,38,38912,0.7914891391992569,0.47287046909332275,0.14658203125,2.071668168157339,-3.0492625683546066,0.2,1.1128170490264893,-0.025654660561122,9.751518250598399e-05,370,0.013745536
,,,,,,946.75,1558,301.61409972222225,25,39,39936,0.838774248957634,0.6877874135971069,0.13134765625,1.7379834834486245,-3.0534737333655357,0.2,1.1184453964233398,-0.017676753166597337,9.7448463581184e-05,380,0.016358782
7.996941896024465,3000.0971267307177,18.917228531288895,3069.9434793023197,0.48012878938103215,0.30201253648460563,,,,,,,0.6569567024707794,0.4502677619457245,0.1677734375,1.484939730539918,-3.064455497264862,0.2,1.1232329607009888,-0.02304843971505761,9.738176772505601e-05,390,0.015796332
,,,,,,1093.945945945946,1598,376.43283491891896,25,40,40960,,,,,,,,,,,
,,,,,,1093.945945945946,1637,376.43283491891896,25,41,41984,0.5221988260746002,2.7389168739318848,0.11171875,5.441358786076307,-3.0706660598516464,0.2,1.1259193420410156,-0.016867315740091725,9.731509493760002e-05,400,0.009311812
,,,,,,1093.945945945946,1677,376.43283491891896,25,42,43008,0.8480701744556427,0.3644977807998657,0.1494140625,1.1951741693541407,-3.0753068298101427,0.2,1.1290466785430908,-0.025266369205201044,9.7248445218816e-05,410,0.019049793
,,,,,,1093.945945945946,1717,376.43283491891896,25,43,44032,0.7761012762784958,0.3417641520500183,0.174609375,1.6273169845342637,-3.08150200843811,0.2,1.1325695514678955,-0.023274046066217125,9.718181856870401e-05,420,0.016231604
,,,,,,1093.945945945946,1757,376.43283491891896,25,44,45056,0.695535272359848,0.6395833492279053,0.19384765625,1.9088839784264564,-3.088219541311264,0.2,1.1369539499282837,-0.02235604670131579,9.7115214987264e-05,430,0.020300424
,,,,,,1093.945945945946,1797,376.43283491891896,25,45,46080,0.7708254754543304,0.36027219891548157,0.14892578125,1.6645758144557476,-3.0924098789691925,0.2,1.136953353881836,-0.021257555525517093,9.704863447449601e-05,440,0.01238722
7.807017543859649,3000.0518958512694,19.632268967350637,3334.3042462094463,0.5164659613087742,0.27629835264373,,,,,,,0.723042905330658,0.49728018045425415,0.141796875,1.9409656666219235,-3.093132972717285,0.2,1.139047384262085,-0.02375103590893559,9.698207703039999e-05,450,0.014426124
,,,,,,1235.0263157894738,1837,454.27059918421054,25,46,47104,,,,,,,,,,,
,,,,,,1235.0263157894738,1877,454.27059918421054,25,47,48128,0.5176116824150085,1.1801012754440308,0.159765625,6.306159048527479,-3.095841830968857,0.2,1.140377163887024,-0.017316415620734917,9.691554265497601e-05,460,0.013291198
,,,,,,1235.0263157894738,1917,454.27059918421054,25,48,49152,0.6111930012702942,0.3952588438987732,0.218359375,2.0162411764264108,-3.1001191049814225,0.2,1.1440258026123047,-0.02774280133889988,9.6849031348224e-05,470,0.024980407
,,,,,,1235.0263157894738,1957,454.27059918421054,25,49,50176,0.6400655508041382,0.5565909147262573,0.1880859375,1.9058917570859193,-3.1031926453113554,0.2,1.1436741352081299,-0.020294439379358663,9.678254311014401e-05,480,0.013428569
,,,,,,1235.0263157894738,1996,454.27059918421054,25,50,51200,0.7087460160255432,0.48030364513397217,0.21640625,2.0313038188964128,-3.104725018143654,0.2,1.1463160514831543,-0.008032883540727198,9.671607794073599e-05,490,0.025199793
,,,,,,1235.0263157894738,2034,454.27059918421054,25,51,52224,0.7532743364572525,0.13373467326164246,0.18115234375,1.571348101645708,-3.1092877849936484,0.2,1.1482815742492676,-0.025440140895079823,9.664963584000001e-05,500,0.017821409
6.808988764044944,3000.196764997905,21.443894555233758,3118.225854526232,0.5536622611019588,0.23515320364373912,,,,,,,0.7730872333049774,0.5464537143707275,0.1931640625,1.9900448456406594,-3.111706779897213,0.2,1.1493573188781738,-0.024214486096752807,9.658321680793602e-05,510,0.018456336
,,,,,,1347.7435897435898,2074,522.5762165641025,25,52,53248,,,,,,,,,,,
,,,,,,1347.7435897435898,2114,522.5762165641025,25,53,54272,0.5085278749465942,2.0899195671081543,0.14521484375,7.567728494852782,-3.1133593291044237,0.2,1.150939702987671,-0.019186366343637927,9.651682084454402e-05,520,0.011677133
,,,,,,1347.7435897435898,2153,522.5762165641025,25,54,55296,0.6887743473052979,0.39980772137641907,0.2025390625,1.8771999757736921,-3.1175253659486772,0.2,1.154653549194336,-0.02129838806577027,9.6450447949824e-05,530,0.028874712
,,,,,,1347.7435897435898,2192,522.5762165641025,25,55,56320,0.6614091992378235,0.2561802864074707,0.1810546875,1.6880619928240777,-3.1231594935059546,0.2,1.1565378904342651,-0.02418266875902191,9.638409812377601e-05,540,0.016202759
,,,,,,1347.7435897435898,2232,522.5762165641025,25,56,57344,0.8082028925418854,0.06771278381347656,0.1736328125,1.3039244323968888,-3.126115991175175,0.2,1.1588923931121826,-0.018668960966169833,9.63177713664e-05,550,0.021756066
6.002222222222223,3015.933423603652,21.55846113643967,3296.0995377208133,0.5978776596627632,0.19088075735035054,,,,,,,0.6523553729057312,0.2306198626756668,0.17060546875,1.610981135815382,-3.1298238918185235,0.2,1.160872220993042,-0.022781172121176495,9.625146767769602e-05,560,0.019118123
,,,,,,1451.85,2270,591.913395175,25,57,58368,,,,,,,,,,,
,,,,,,1451.85,2309,591.913395175,25,58,59392,0.38179677724838257,0.9212483763694763,0.13291015625,7.719369535148144,-3.13316740244627,0.2,1.1622395515441895,-0.019643780688056722,9.6185187057664e-05,570,0.013526103
,,,,,,1451.85,2349,591.913395175,25,59,60416,0.5437236726284027,0.4214658737182617,0.1841796875,2.3821788251399996,-3.1372655406594276,0.2,1.1666529178619385,-0.029541679326212034,9.611892950630402e-05,580,0.017625427
,,,,,,1451.85,2389,591.913395175,25,60,61440,0.6611536145210266,0.22990047931671143,0.23525390625,1.0928934421390295,-3.147262790799141,0.2,1.1736464500427246,-0.01617515436373651,9.6052695023616e-05,590,0.027675364
,,,,,,1451.85,2428,591.913395175,25,61,62464,0.7806557714939117,0.1875135898590088,0.20068359375,1.0324755012989044,-3.1567985519766806,0.2,1.177405834197998,-0.026714817568426953,9.59864836096e-05,600,0.025356587
,,,,,,1451.85,2467,591.913395175,25,62,63488,0.7468326389789581,0.4099178612232208,0.1916015625,1.796823713555932,-3.1605103239417076,0.2,1.1784307956695557,-0.02953512236417737,9.5920295264256e-05,610,0.019757599
7.671163575042159,3000.069979944965,21.018338175049816,3356.3043843508813,0.6133597193623687,0.1793811375193237,,,,,,,0.7987014651298523,0.4595290422439575,0.19287109375,2.012011708319187,-3.164096546173096,0.2,1.1811001300811768,-0.02025334123754874,9.5854129987584e-05,620,0.015189898
,,,,,,1549.878048780488,2506,659.3366832682927,25,63,64512,,,,,,,,,,,
,,,,,,1549.878048780488,2544,659.3366832682927,25,64,65536,0.5255887508392334,1.367454171180725,0.21357421875,7.020082388818264,-3.168297864496708,0.2,1.1831817626953125,-0.017880467508803122,9.578798777958401e-05,630,0.01463552
,,,,,,1549.878048780488,2583,659.3366832682927,25,65,66560,0.8212770223617554,0.6667850017547607,0.160546875,2.1833582159131764,-3.171114133298397,0.2,1.1851383447647095,-0.023366660252213477,9.572186864025598e-05,640,0.017845884
,,,,,,1549.878048780488,2621,659.3366832682927,25,66,67584,0.7668269872665405,0.22920028865337372,0.17578125,1.5037919227033854,-3.1731961593031883,0.2,1.1859121322631836,-0.03124788954737596,9.56557725696e-05,650,0.016475895
,,,,,,1549.878048780488,2658,659.3366832682927,25,67,68608,0.6663649082183838,0.4137077331542969,0.14833984375,2.2252927463501693,-3.1749986082315447,0.2,1.1878092288970947,-0.02163963814964518,9.5589699567616e-05,660,0.013511304
7.337931034482759,3000.33800571179,20.462798230272043,3525.662937528874,0.6345685632701357,0.17195635071845253,,,,,,,0.6234239637851715,0.11324617266654968,0.18359375,1.3403013084083795,-3.175775760412216,0.2,1.1875669956207275,-0.023475694010267036,9.5523649634304e-05,670,0.02988204
,,,,,,1645.2380952380952,2698,727.5816850952381,25,68,69632,,,,,,,,,,,
,,,,,,1645.2380952380952,2737,727.5816850952381,25,69,70656,0.5371591150760651,1.4719792604446411,0.27822265625,4.565321028977633,-3.1789595544338227,0.2,1.1918566226959229,-0.013446840672986581,9.5457622769664e-05,680,0.017649408
,,,,,,1645.2380952380952,2775,727.5816850952381,25,70,71680,0.624815821647644,0.34192055463790894,0.19716796875,2.189108122140169,-3.1822408765554426,0.2,1.1909887790679932,-0.023854401730932295,9.5391618973696e-05,690,0.01858085
,,,,,,1645.2380952380952,2814,727.5816850952381,25,71,72704,0.6605172753334045,0.24962271749973297,0.17783203125,1.5553336642682551,-3.1819995254278184,0.2,1.191851258277893,-0.026988002890720963,9.532563824640001e-05,700,0.02816674
,,,,,,1645.2380952380952,2855,727.5816850952381,25,72,73728,0.7226346731185913,0.17014268040657043,0.1818359375,1.841326517239213,-3.1880479395389556,0.2,1.1979389190673828,-0.020487470796797424,9.525968058777601e-05,710,0.017486654
,,,,,,1645.2380952380952,2894,727.5816850952381,25,73,74752,0.7863731533288956,0.04247090220451355,0.2,1.0437361795455218,-3.1971858501434327,0.2,1.2036176919937134,-0.026003180915722623,9.5193745997824e-05,720,0.02623672
6.368209255533199,3000.2188918299507,21.283621193481807,3881.700596930861,0.6570244747682568,0.16480603323516768,,,,,,,0.7983341962099075,0.5077438354492188,0.1671875,1.857108511775732,-3.2053190156817437,0.2,1.2072029113769531,-0.02513950488064438,9.5127834476544e-05,730,0.016506951
,,,,,,1744.3488372093022,2934,800.9324463720931,25,74,75776,,,,,,,,,,,
,,,,,,1744.3488372093022,2974,800.9324463720931,25,75,76800,0.5743637681007385,0.529114842414856,0.12294921875,5.003021500632167,-3.2107434287667274,0.2,1.2110400199890137,-0.016979660745710133,9.5061946023936e-05,740,0.012252474
,,,,,,1744.3488372093022,3013,800.9324463720931,25,76,77824,0.8443294167518616,0.403740793466568,0.1859375,2.1021586276590822,-3.2151262164115906,0.2,1.2116878032684326,-0.024761856853729114,9.499608064000002e-05,750,0.018188916
,,,,,,1744.3488372093022,3051,800.9324463720931,25,77,78848,0.873480424284935,0.3726916015148163,0.2025390625,1.7451979722827673,-3.217797176539898,0.2,1.2137823104858398,-0.031070103717502205,9.4930238324736e-05,760,0.025578875
,,,,,,1744.3488372093022,3090,800.9324463720931,25,78,79872,0.7831376940011978,0.32485491037368774,0.2015625,1.5591711111366748,-3.222926676273346,0.2,1.2199928760528564,-0.028013549617026002,9.4864419078144e-05,770,0.019082908
7.135135135135135,3000.0544940775726,20.220214950640422,3681.7860183852713,0.6490015897030268,0.17550909964141637,,,,,,,0.8711750954389572,0.1795092076063156,0.1767578125,1.3382450573146343,-3.2295833721756937,0.2,1.2215821743011475,-0.021369413030333816,9.4798622900224e-05,780,0.014537731
,,,,,,1833.6136363636363,3130,866.4055689772727,25,79,80896,,,,,,,,,,,
,,,,,,1833.6136363636363,3169,866.4055689772727,25,80,81920,0.6587603092193604,0.49846816062927246,0.13427734375,3.9198031283915045,-3.2332527577877044,0.2,1.2249746322631836,-0.016710257227532565,9.473284979097602e-05,790,0.014751706
,,,,,,1833.6136363636363,3208,866.4055689772727,25,81,82944,0.8385003060102463,0.2529108226299286,0.20693359375,1.2502198677510024,-3.239162227511406,0.2,1.2289451360702515,-0.028872702273656615,9.46670997504e-05,800,0.030431995
,,,,,,1833.6136363636363,3246,866.4055689772727,25,82,83968,0.8054084926843643,0.19315768778324127,0.1892578125,1.2077496053650976,-3.2488884329795837,0.2,1.235992670059204,-0.026257797924336045,9.4601372778496e-05,810,0.021637738
,,,,,,1833.6136363636363,3285,866.4055689772727,25,83,84992,0.7873370945453644,0.22099074721336365,0.19931640625,1.2516828399151563,-3.25678643733263,0.2,1.2396724224090576,-0.027659127151127904,9.4535668875264e-05,820,0.028292067
,,,,,,1833.6136363636363,3325,866.4055689772727,25,84,86016,0.8513793647289276,0.17803040146827698,0.23115234375,1.2205609939992428,-3.262127420306206,0.2,1.2446141242980957,-0.02072334952536039,9.446998804070401e-05,830,0.029548919
5.253493013972056,3000.3373270919546,20.27356312143456,4062.006190448342,0.6812017760268895,0.14827040614240802,,,,,,,0.7544857114553452,0.21596302092075348,0.1998046875,1.4535007797181607,-3.272001530230045,0.2,1.2504205703735352,-0.021851506701204927,9.4404330274816e-05,840,0.01900743
,,,,,,1925.3555555555556,3366,937.4181079333333,25,85,87040,,,,,,,,,,,
,,,,,,1925.3555555555556,3405,937.4181079333333,25,86,88064,0.2816796898841858,1.5497140884399414,0.20556640625,6.941445652395487,-3.278293600678444,0.2,1.2534081935882568,-0.00962378536351025,9.433869557760001e-05,850,0.019270103
,,,,,,1925.3555555555556,3443,937.4181079333333,25,87,89088,0.40352410078048706,0.20815448462963104,0.17998046875,1.6219351716339587,-3.2823829889297484,0.2,1.2558414936065674,-0.023663771158317103,9.427308394905601e-05,860,0.032284625
,,,,,,1925.3555555555556,3482,937.4181079333333,25,88,90112,0.7176993489265442,0.12977708876132965,0.205078125,1.1635233936831355,-3.289639042317867,0.2,1.2625844478607178,-0.024841073108837007,9.420749538918402e-05,870,0.02633825
,,,,,,1925.3555555555556,3521,937.4181079333333,25,89,91136,0.801607608795166,0.1328447163105011,0.1916015625,1.2202792569994927,-3.2982877522706984,0.2,1.2676643133163452,-0.032981227326672524,9.4141929897984e-05,880,0.022089222
,,,,,,1925.3555555555556,3559,937.4181079333333,25,90,92160,0.6276997625827789,0.5147111415863037,0.22119140625,1.8439125578850508,-3.3034422218799593,0.2,1.2683207988739014,-0.017615668149664997,9.407638747545602e-05,890,0.01955281
6.187772925764192,3000.1331772477133,20.72692150813959,3939.4713340891108,0.6957738138624356,0.12883538304743425,,,,,,,0.7686295807361603,0.25631627440452576,0.2046875,1.2352966476231813,-3.305162265896797,0.2,1.2703876495361328,-0.025714085338404403,9.40108681216e-05,900,0.022134833
,,,,,,2006.5652173913043,3599,1002.6793481304347,25,91,93184,,,,,,,,,,,
