custom/avg_speed,custom/avg_center_dev,custom/total_distance,custom/routes_completed,custom/total_reward,custom/mean_reward,time/iterations,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/entropy_loss,train/loss,train/value_loss,train/clip_fraction,train/std,train/explained_variance,train/n_updates,train/clip_range,train/policy_gradient_loss,train/learning_rate,train/approx_kl
11.90620549168591,0.4428461282745706,30.62669907300733,0.8205128205128205,22.46249895087255,0.16044642107766108,,,,,,,,,,,,,,,,,
8.536023120801921,0.6261412091985913,13.898101535392925,0.05508474576271186,3.358310632356922,0.03773382732985305,,,,,,,,,,,,,,,,,
11.023566015950673,0.3569333518061332,19.592606894671917,0.3275862068965517,19.625960388720614,0.2023294885435115,,,,,,,,,,,,,,,,,
6.997477814380118,0.6394478073520252,7.2236610755790025,0.1320754716981132,-4.264113226081459,-0.0748090039663414,,,,,,,,,,,,,,,,,
11.220478462853979,0.7363554456664618,25.977266074332874,0.43103448275862066,7.149540317459714,0.05674238347190249,,,,,,,,,,,,,,,,,
12.650588335439556,1.225530568687465,24.886370974360034,0.06091370558375635,2.098021571734318,0.01960767824050764,,,,,,,,,,,,,,,,,
9.576946557154516,0.7707702111070547,21.043364759767428,0.4772727272727273,6.549690379312906,0.05458075316094089,,,,,,,,,,,,,,,,,
10.286925022313754,0.5369457295498239,16.37174007995054,0.03764705882352941,6.939589424060042,0.07976539567885106,,,,,,,,,,,,,,,,,
5.995550123900675,0.8914149667722575,6.513834181241691,0.13333333333333333,-6.797807755730366,-0.11329679592883943,,,,,,,,,,,,,,,,,
6.383840455270513,0.3140101841621493,11.526917784591205,0.03021978021978022,7.896992660128458,0.08058155775641283,,,,,,,,,,,,,,,,,
,,,,,,1,1024,25,40,97.1,6.4658817,,,,,,,,,,,
12.829679671226748,0.40662035970957566,37.855323937372304,0.8333333333333334,30.389464859654872,0.18993415537284294,,,,,,,-2.845780943334103,1.088667869567871,4.244889954477548,0.06083984375,1.0080626010894775,0.007750511169433594,10,0.2,-0.010318058781558647,9.9797351809024e-05,0.007233632
12.35251662334061,0.5218647079816553,23.555495914188214,0.08582089552238806,10.28647624527234,0.09890842543531096,,,,,,,,,,,,,,,,,
14.567029665666693,0.6775128030033816,33.77682899101637,0.15859030837004406,9.294476858281502,0.0737656893514405,,,,,,,,,,,,,,,,,
11.207921394652343,0.7656305817412709,27.164050712483004,0.18493150684931506,19.33126644892196,0.14644898824940877,,,,,,,,,,,,,,,,,
10.825597963857364,0.66040896468343,20.43898384599015,0.45454545454545453,7.946870749229987,0.07715408494398046,,,,,,,,,,,,,,,,,
10.896356999325706,0.591909008920785,35.52618121588603,0.2057142857142857,32.50386468873615,0.1836376536086788,,,,,,,,,,,,,,,,,
8.442885787132015,0.773687924007909,8.116210132837296,0.1702127659574468,-5.677664868057451,-0.10712575222749907,,,,,,,,,,,,,,,,,
13.867848667961782,0.8352742830983978,40.0500432564877,0.07878787878787878,20.535144449194576,0.13079709840251322,,,,,,,,,,,,,,,,,
,,,,,,2,2048,27,74,109.72222222222223,10.498976833333332,,,,,,,,,,,
14.980175727995722,0.9963714772756047,65.97039541858248,0.6770833333333334,20.787273794089927,0.08697604097945576,,,,,,,-2.8567776694893836,0.8086584210395813,3.1821701236069204,0.114453125,1.0107676982879639,0.6984156668186188,20,0.2,-0.018855529063148423,9.9594911236096e-05,0.0068322024
12.267597970566987,0.46388591378963573,29.994223551359028,0.07954545454545454,17.66460714148532,0.1328165950487618,,,,,,,,,,,,,,,,,
12.012656590314199,0.6509993243611201,29.540215246612206,0.38095238095238093,17.677853183862855,0.13192427749151384,,,,,,,,,,,,,,,,,
15.309595571010059,0.6719436917519693,43.98466914170422,0.0780399274047187,29.098766632397513,0.1865305553358815,,,,,,,,,,,,,,,,,
,,,,,,3,3072,29,105,119.68181818181819,12.45765627272727,,,,,,,,,,,
15.816818965394212,0.7025785377382225,502.00056412478443,1.4661458333333333,246.11844728641972,0.16985400088779828,,,,,,,-2.8618910759687424,1.4651963710784912,5.156995934247971,0.11806640625,1.013732671737671,0.573212206363678,30,0.2,-0.0210136508976575,9.939267828121601e-05,0.010399977
,,,,,,4,4096,30,134,177.43478260869566,22.615248130434782,,,,,,,,,,,
12.156610831927138,0.4881509912939075,42.65705935284495,0.1717557251908397,32.00333801536585,0.16755674353594685,,,,,,,-2.8687170445919037,0.8692060708999634,3.7283236108720303,0.11025390625,1.017769455909729,0.27325254678726196,40,0.2,-0.01729220002889633,9.9190652944384e-05,0.010327811
11.060750397498275,0.6430466302722913,31.280263038584962,0.8205128205128205,11.643504911122111,0.07560717474754618,,,,,,,,,,,,,,,,,
16.491186703378816,0.5772039298934011,119.2993248293642,0.5570175438596491,80.7599432033816,0.20549603868544936,,,,,,,,,,,,,,,,,
,,,,,,5,5120,31,164,185.23076923076923,24.78652361538461,,,,,,,,,,,
14.18650922985236,0.8526847927392025,452.82136006839573,1.7745098039215685,203.8489311533071,0.18331738413067183,,,,,,,-2.8782165214419364,0.5946660041809082,2.807626834511757,0.11259765625,1.023932933807373,0.6439019441604614,50,0.2,-0.01830700596328825,9.89888352256e-05,0.016169377
12.23597143093268,0.40631205693681516,34.65881301148329,0.23809523809523808,42.946748416871756,0.27887498971994645,,,,,,,,,,,,,,,,,
,,,,,,6,6144,31,193,217.14285714285714,31.82763767857142,,,,,,,,,,,
14.989168049434406,0.7641183449891693,118.19177643331932,1.1020408163265305,81.95516534417699,0.1942065529482867,,,,,,,-2.8841103717684744,0.5019798278808594,2.419559980556369,0.105078125,1.0225383043289185,0.5608333051204681,60,0.2,-0.01463870559236966,9.8787225124864e-05,0.007846609
12.151086993733685,0.40139987161847235,34.582753396593034,0.1598360655737705,31.473263822451358,0.20305331498355714,,,,,,,,,,,,,,,,,
11.875909086425922,0.9570182194884493,30.77387354662642,0.7272727272727273,19.71885650755101,0.13985004615284405,,,,,,,,,,,,,,,,,
,,,,,,7,7168,31,224,219.19354838709677,33.03916829032257,,,,,,,,,,,
15.41274216402728,0.48166731467398216,478.20791597664356,1.4652631578947368,369.96808619283854,0.3042500708822685,,,,,,,-2.8847512498497965,0.3250666856765747,3.1371829003095626,0.10244140625,1.025233507156372,0.7257705628871918,70,0.2,-0.019768474326701833,9.858582264217601e-05,0.0077000884
13.368788308068263,0.4342914227454469,29.714558786712587,0.6666666666666666,25.88843382455883,0.213953998550073,,,,,,,,,,,,,,,,,
,,,,,,8,8192,32,255,246.36363636363637,43.03019775757576,,,,,,,,,,,
,,,,,,9,9216,32,285,246.36363636363637,43.03019775757576,-2.8883634105324747,0.722910463809967,3.825436218082905,0.08369140625,1.0263042449951172,0.5851055085659027,80,0.2,-0.012784994463436306,9.838462777753601e-05,0.0071407496
,,,,,,10,10240,32,314,246.36363636363637,43.03019775757576,-2.8906279861927033,0.6244211792945862,2.444881596416235,0.125,1.0273540019989014,0.38601016998291016,90,0.2,-0.01717937951325439,9.8183640530944e-05,0.009288631
,,,,,,11,11264,32,342,246.36363636363637,43.03019775757576,-2.8957206934690474,0.25524163246154785,2.855039892718196,0.13818359375,1.0317180156707764,0.6585959196090698,100,0.2,-0.014572494407184422,9.79828609024e-05,0.008363203
,,,,,,12,12288,33,371,246.36363636363637,43.03019775757576,-2.9028445959091185,0.1532059758901596,1.673151484504342,0.09140625,1.034008502960205,0.4475601315498352,110,0.2,-0.012885763822123409,9.778228889190399e-05,0.010115982
