custom/total_reward,custom/avg_speed,custom/total_distance,custom/routes_completed,custom/avg_center_dev,custom/mean_reward,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/time_elapsed,time/fps,train/explained_variance,train/value_loss,train/entropy_loss,train/n_updates,train/clip_range,train/loss,train/std,train/approx_kl,train/learning_rate,train/clip_fraction,train/policy_gradient_loss
25.521665739101074,12.072043536096729,31.057075371965766,0.8205128205128205,0.44173737083468156,0.18229761242215053,,,,,,,,,,,,,,,,,
4.05537637884337,8.659237042503884,14.425250015687197,0.059322033898305086,0.6177505740703323,0.04456457559168538,,,,,,,,,,,,,,,,,
16.476296117882708,11.107733178964747,18.943777246866375,0.3103448275862069,0.34967098833714194,0.17716447438583557,,,,,,,,,,,,,,,,,
-3.724747036720978,6.8972307432819795,7.2528818664141,0.1320754716981132,0.5844264571156533,-0.06421977649518927,,,,,,,,,,,,,,,,,
6.593829712560325,11.08438506270182,25.661869708332233,0.43103448275862066,0.7317104869355527,0.052331981845716864,,,,,,,,,,,,,,,,,
2.1930962406713395,11.723594279427084,20.444499731762335,0.050761421319796954,1.0057293135650116,0.0230852235860141,,,,,,,,,,,,,,,,,
23.456010893880112,11.930203354960476,36.65386825054884,0.7727272727272727,0.43265841150740186,0.14045515505317432,,,,,,,,,,,,,,,,,
0.07859168749343048,9.417976794902675,12.025744786369614,0.02823529411764706,0.692264094469891,0.0011227383927632927,,,,,,,,,,,,,,,,,
-4.7046176253765255,4.998315129741357,6.7020431163255125,0.13333333333333333,0.5631102763397934,-0.06357591385643953,,,,,,,,,,,,,,,,,
,,,,,,1024,7.736062222222222,100.55555555555556,1,41,24,,,,,,,,,,,
25.954362440158143,12.421822167291161,55.857545513892546,0.1510989010989011,0.7351670641838661,0.10637033786950058,,,,,,,-0.022173285484313965,3.3810579504817726,-2.8466550305485727,10,0.2,0.9789708256721497,1.0086297988891602,0.011090936,9.993242753433601e-05,0.0876953125,-0.014943997189402581
5.592877555738577,10.352404129042817,16.871425633551553,0.40476190476190477,0.5272598135668972,0.06284132085099524,,,,,,,,,,,,,,,,,
33.37132541821535,13.172659371406022,35.878142395755276,0.13432835820895522,0.4655138438295219,0.22548192850145507,,,,,,,,,,,,,,,,,
8.042933808040086,7.688138681305611,13.226060090819374,0.06167400881057269,0.2973986003970683,0.08556312561744772,,,,,,,,,,,,,,,,,
7.781203434190886,10.78050178836347,23.350099997827783,0.15753424657534246,0.6963343104986517,0.06594240198466852,,,,,,,,,,,,,,,,,
21.256341307958493,9.040697147140829,27.598968773847446,0.6590909090909091,0.5771961396620563,0.12805024884312347,,,,,,,,,,,,,,,,,
-4.116469320941095,7.762089004415072,8.034479924710467,0.045714285714285714,0.6758659818777153,-0.07221876001651045,,,,,,,,,,,,,,,,,
16.840584300749647,10.206246758429007,17.79275335650891,0.3829787234042553,0.39767213997513945,0.17726930842894364,,,,,,,,,,,,,,,,,
1.6597559674434308,10.621120695134225,14.146622760687023,0.028282828282828285,0.5799723662698478,0.022736383115663436,,,,,,,,,,,,,,,,,
,,,,,,2048,10.315661277777778,110.0,2,75,27,,,,,,,,,,,
26.5608139208205,13.330238869077629,49.16867685527541,0.5104166666666666,0.8279756591095555,0.13280406960410251,,,,,,,0.4888463020324707,4.906112959980964,-2.8571876510977745,20,0.2,1.258080005645752,1.010820984840393,0.008689454,9.9864878137344e-05,0.0720703125,-0.015966915420722216
23.32972906384581,13.745413786204502,37.94152600923553,0.10227272727272728,0.5061722636784425,0.15553152709230542,,,,,,,,,,,,,,,,,
20.91703371189915,11.97092266896775,27.27313912822865,0.34523809523809523,0.5043622448525747,0.16868575574112218,,,,,,,,,,,,,,,,,
29.635297549441134,16.305528289447526,55.31468182359822,0.09800362976406533,0.7267029965289068,0.16106139972522354,,,,,,,,,,,,,,,,,
9.496057936122707,13.591830213645807,58.59737093071453,0.2222222222222222,0.9226737592724314,0.04058144417146456,,,,,,,,,,,,,,,,,
22.94922164725574,12.18661004131647,43.9595779068768,0.14950166112956811,0.5902375785038656,0.11708786554722317,,,,,,,,,,,,,,,,,
,,,,,,3072,13.264709083333335,127.58333333333333,3,108,28,,,,,,,,,,,
22.91220812598469,15.666061389646117,28.200398551067337,0.717948717948718,0.43398196858132704,0.2337980421018846,,,,,,,0.6442638337612152,6.479939898848533,-2.8594244569540024,30,0.2,2.14878511428833,1.010251522064209,0.007557541,9.9797351809024e-05,0.08994140625,-0.01576211754581891
18.478004904525015,11.184015818184413,15.58057778631337,0.0350109409190372,0.16896628791171495,0.2431316434805923,,,,,,,,,,,,,,,,,
154.9515616069172,15.38244047989731,434.05512665072456,1.9792746113989637,0.6436071656483868,0.1835918976385275,,,,,,,,,,,,,,,,,
,,,,,,4096,19.05874740740741,151.0,4,140,29,,,,,,,,,,,
