custom/mean_reward,custom/total_reward,custom/routes_completed,custom/avg_center_dev,custom/avg_speed,custom/total_distance,time/time_elapsed,time/total_timesteps,time/fps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/entropy_loss,train/n_updates,train/clip_range,train/value_loss,train/clip_fraction,train/loss,train/explained_variance,train/approx_kl,train/std,train/policy_gradient_loss,train/learning_rate
0.15975655511566075,22.365917716192506,0.8205128205128205,0.4445412454255638,11.9004293068551,30.61639350396581,,,,,,,,,,,,,,,,,
0.044219004367007354,4.023929397397669,0.059322033898305086,0.6096495442296019,8.658581924182045,14.42411461879965,,,,,,,,,,,,,,,,,
0.20210901190105876,19.200356130600582,0.3275862068965517,0.3656615536121618,11.325301339910993,19.715673041995615,,,,,,,,,,,,,,,,,
-0.07488622958603207,-4.268515086403828,0.1320754716981132,0.6262737457660754,6.930217049262953,7.15174037613906,,,,,,,,,,,,,,,,,
0.054102410061136225,6.762801257642028,0.43103448275862066,0.7349957015795873,11.167770679224786,25.647613424342126,,,,,,,,,,,,,,,,,
0.022114013911419116,2.1892873772304924,0.05583756345177665,1.076573317041859,12.064740774799656,21.94197389483452,,,,,,,,,,,,,,,,,
0.12007773300762663,19.93290367926602,0.7727272727272727,0.5339433298852437,12.14147370327168,37.0864537069574,,,,,,,,,,,,,,,,,
0.00859783856893924,0.5932508612568075,0.02823529411764706,0.6440519528357024,9.433134149490307,11.869581416714936,,,,,,,,,,,,,,,,,
-0.0689887090829352,-5.03617576305427,0.13333333333333333,0.6138180809666068,5.016286511890125,6.637548599857837,,,,,,,,,,,,,,,,,
,,,,,,46,1024,21,1,100.66666666666667,7.2708507777777776,,,,,,,,,,,
0.11668246054647155,28.120472991699643,0.14835164835164835,0.657666939466184,12.504155451974054,55.61372335301712,,,,,,,-2.8465629175305365,10,0.2,3.384668057784438,0.0625,0.7991997003555298,-0.019591689109802246,0.0072380407,1.009182095527649,-0.009933383838506416,9.9797351809024e-05
0.028859541362624794,2.6839373467241057,0.4523809523809524,0.5963976017370838,11.136592794534122,18.989043383393437,,,,,,,,,,,,,,,,,
0.2806971050218614,39.85898891310432,0.12686567164179105,0.2979270055011321,13.171202675383642,34.483371996786445,,,,,,,,,,,,,,,,,
0.06173503581406368,5.926563438150113,0.05726872246696035,0.33261689069569544,7.295136910008683,12.9133807644248,,,,,,,,,,,,,,,,,
0.06652711421297007,8.31588927662126,0.1780821917808219,0.7790465134586791,11.875434072967252,27.275569750228897,,,,,,,,,,,,,,,,,
0.13993883086007367,23.089907091912153,0.6590909090909091,0.5656643747066766,9.30484094036195,28.233981074998155,,,,,,,,,,,,,,,,,
-0.100406961108052,-5.723196783158964,0.045714285714285714,0.7514573899421962,7.6191515645769465,7.873798058601096,,,,,,,,,,,,,,,,,
0.11212589073768561,11.100463183030875,0.3829787234042553,0.5680456664639332,9.738088533756521,17.701922540552914,,,,,,,,,,,,,,,,,
,,,,,,86,2048,23,2,112.70588235294117,10.50124694117647,,,,,,,,,,,
0.045081861320699856,6.08605127829448,0.07474747474747474,1.4461250175940963,15.165915724235962,37.70801313105039,,,,,,,-2.8592324793338775,20,0.2,4.890217178314924,0.0861328125,1.297492504119873,0.520781397819519,0.010573606,1.0120000839233398,-0.013942440942628309,9.9594911236096e-05
0.11264736140918576,15.094746428830891,0.3125,0.7752952464243253,11.957186253707677,29.462870217626914,,,,,,,,,,,,,,,,,
0.1628209429976523,24.09749956365254,0.09090909090909091,0.5269862247197868,12.861664029693964,35.014728991431184,,,,,,,,,,,,,,,,,
0.16418674236499228,21.672649992178982,0.35714285714285715,0.5382381951008157,11.507418785352796,27.906041213078424,,,,,,,,,,,,,,,,,
